,AAVE,AUDIO,AXS,BAT,BCH,BNB,BNT,BTC,CEL,CHZ,COMP,CRO,CRV,DOGE,DYDX,ENJ,ETH,FTM,FTT,GRT,HNT,HT,LINK,LTC,MATIC,MKR,OKB,OMG,PERP,REN,SHIB,SNX,SOL,SPELL,SRM,SUSHI,TRX,UNI,XRP,YFI
2021-09-26 00:00:00,-0.04309942714816681,0.06767808326215911,0.07688933670538387,0.010550642814144095,-0.04564447202362613,-0.07823639408919376,-0.4191613241224236,0.01128271553192752,0.6354097819844341,-0.015701438022126306,-0.0060056946617573406,,-0.03743988853327655,-0.06482145758910685,0.07481292604629873,0.019255476475746047,0.01938772727192991,-0.003536804735197516,0.06493086818655901,-0.055431870057195826,,-0.3528106975271262,-0.025467752636335605,-0.05512380191617591,-0.045099794414543856,0.012787400655290786,-0.4028719596828456,0.11519083706576635,0.09118916324446172,0.1813007433855129,0.007681530076732254,0.050647767626996534,0.09671859779268982,,0.09398935689716023,-2.9783955914771102e-05,-0.055733995350638124,-0.042564805628606955,-0.012261375940486402,-0.05235995180496448
2021-09-26 01:00:00,-0.025546097345880914,0.06571186301884742,0.07768186272633358,0.005683836387253187,-0.050000010874353934,-0.07868149141557687,-0.4140881044732557,0.006532763240422208,0.6331806469945874,-0.01778911998126423,-0.013589245595477282,,-0.03998629436145476,-0.06490745339478066,0.07887555408889031,0.020845862995794898,0.02313262156374611,-0.0018139775667090445,0.07000926583525291,-0.053506889010389955,,-0.35578161582065626,-0.02918723507561094,-0.053954008848234515,-0.03840435347720807,0.012386406978715054,-0.40829219981882564,0.12724652812280504,0.07843240426896109,0.1772223614841616,-0.0004510337139759253,0.04761533891295714,0.10549122085754531,,0.09356895508419417,-0.0005337455508022576,-0.05710364299444447,-0.03710517288766124,-0.013983078005070745,-0.05128060220159352
2021-09-26 02:00:00,-0.024784230083291066,0.07226696128202391,0.07698188940139628,0.0031457208067157422,-0.048785746711651916,-0.07547101801544541,-0.42133433960263117,0.012685069649879657,0.6322618629669357,-0.01767047763372229,-0.014067243859895938,,-0.041707044358100916,-0.05978739840803471,0.08115522272277825,0.020089429232245347,0.02609523040603548,-0.004057561951315127,0.07163578745435815,-0.058456979963664384,,-0.3541821746884561,-0.029213793059171433,-0.05304132356753234,-0.0378759082724048,0.011407650844966095,-0.40794508550279746,0.12050154672771136,0.08082282234551359,0.17629110638806822,0.005908266618215647,0.044964613354966425,0.09680848840617029,,0.08863566250162468,0.0024956680754033285,-0.05876957859553824,-0.03826252937412374,-0.012949258644581074,-0.05449489048349278
2021-09-26 03:00:00,-0.02380831572525861,0.07734045876818119,0.07639996775663645,0.003730752706294692,-0.04750004511626972,-0.0738649437542832,-0.4238369079494835,0.0145251387956298,0.6315699295551989,-0.016917063019994696,-0.01391742515077862,,-0.054783656645980214,-0.057140387170869444,0.07352867290498834,0.021144857364523567,0.027386200793497323,-0.003012345356038952,0.07286981656839106,-0.058331491398955264,,-0.35197588994343587,-0.03207901016090253,-0.052171985639146705,-0.04398478204550195,0.011722168960276587,-0.40622513823914863,0.12426557239331701,0.08342015884798148,0.17312813816805567,0.009655275422498819,0.04383228922451891,0.09817868792386852,,0.08965648207534634,0.002366583041632355,-0.05734671009501441,-0.03822987384223058,-0.009958424491878226,-0.05604346210189869
2021-09-26 04:00:00,-0.0253949132305375,0.06684069601404714,0.07501433918425049,0.005204082965404165,-0.04173331280394184,-0.07489084044017531,-0.412998454774355,0.015451629524420583,0.6376495109086566,-0.014149786302991177,-0.01580266753800476,-0.01412685058738165,-0.028106459430575735,-0.05982637837422977,0.13334153863004083,0.019163096871995803,0.03254632950035642,-0.008681715628038966,0.06999472598270948,-0.052720567762554654,0.04011948610998845,-0.35568786382218853,-0.022543914090679407,-0.04143308714158016,-0.04394883582896718,0.017369417484522254,-0.4098451023021482,0.10023422095247024,0.07958269506313219,0.17837307895440002,-0.005102495734160242,0.03522640222645486,0.0860911741927568,,0.08701499783464414,0.0028090519963440623,-0.06564322731691481,-0.03342146293001996,-0.007233251883867808,-0.044504331519094734
2021-09-26 05:00:00,-0.025986533921119246,0.0655178856499804,0.07933145646201994,0.006132549925543693,-0.04213643705224684,-0.0748113713685851,-0.41279195942683744,0.016231555082840896,0.6334244516250305,-0.015606590735531866,-0.014408511451830279,-0.016356746469324838,-0.03679760101106148,-0.05856546414982822,0.12202153685103957,0.021651481218661468,0.03532797586161777,-0.011614175416775462,0.07310828269484528,-0.053592650195038116,0.0426337189712444,-0.35884966939476204,-0.024314499085176217,-0.034024142436754626,-0.03735830368504289,-0.00955642561620398,-0.41021991443828904,0.11864182526489607,0.0901071296919208,0.1699350843693241,-0.0031501042278771463,0.03884531310732442,0.09139225192329814,,0.09001075095879738,0.004305842010873317,-0.06786732754622317,-0.03723402791904151,-0.007766267736443483,-0.04184363120045801
2021-09-26 06:00:00,-0.02682568911627397,0.06620394474682582,0.08274798739879136,0.007469839038074795,-0.037300044366348255,-0.07631411940251057,-0.4143021044424206,0.01571638948813354,0.6263399057052105,-0.010985689113273528,-0.026745778663076647,-0.012568830403819365,-0.017054524919090774,-0.05933314724884109,0.12416830667180355,0.025288049886830276,0.02888332638222431,-0.00783330286043333,0.07398002778750919,-0.05304088462809711,0.042085026628183246,-0.3667246748624648,-0.017663013443858108,-0.037537401347383204,-0.03505290533729712,-0.008846762922769636,-0.4150050094656286,0.12170544386727833,0.07922250368025725,0.16644185173257858,0.006063733404287614,0.03826546340872176,0.09529956812591206,,0.09233076350214034,0.004066989001146085,-0.06329810685054578,-0.03489762646348149,-0.005428952174770241,-0.04270352868093364
2021-09-26 07:00:00,-0.027955539309827384,0.06921321784180431,0.08245481078375405,0.010148497674066129,-0.038872207002702615,-0.07567239286007794,-0.40867533035025855,0.01455147072772078,0.6256984013382086,-0.007639187195281861,-0.027132360959598308,-0.012799871833639224,-0.016870139855647233,-0.059441895502160835,0.12449286550095946,0.0389396974358826,0.02751671141867447,-0.011108260462636063,0.07378964323404306,-0.05279418104329343,0.04721479394211622,-0.3717887776034292,-0.020025095913786983,-0.03963978171961821,-0.033894483344084556,-0.00928276765069722,-0.4199270757612502,0.11515359167032131,0.0698724415591813,0.16197376336309618,0.0073073953662906675,0.03839421548851721,0.09663436010140819,,0.0933662220653453,0.0038520181785559977,-0.06120106818888105,-0.03350046896327863,-0.004885152704449919,-0.04198106717913505
2021-09-26 08:00:00,-0.026370080240278735,0.07994882664120592,0.08192640423120744,0.0071229736972915165,-0.03870206835508365,-0.07243004859455948,-0.41202609639722954,0.019186179284648275,0.6064741745018446,-0.01199202153667527,-0.02721674231284845,-0.0012798602373086392,-0.02061568221866209,-0.05169438565182127,0.11538663796185507,0.022187430876963055,0.02560559077751761,-0.009615763152969227,0.06728833490854859,-0.05756623196089606,0.04623727219092471,-0.3866250057283547,-0.021279068107194835,-0.03616675263337585,-0.029368505531423724,-0.012583965181605275,-0.43859355157377317,0.10382263126999873,0.07098072013825134,0.1586655502374388,0.03077757371239575,0.03673977366480988,0.0983176468624718,,0.09292766943156394,0.0013710073079523824,-0.05384284157754718,-0.03311236592801364,0.0002933580351444087,-0.05186187382633337
2021-09-26 09:00:00,-0.007141041814973165,0.0859427345578479,0.06157617429972847,0.013262805137742575,-0.04528600439756682,-0.09844175188034507,-0.3066555245031212,0.021410934655901836,0.587468795538081,-0.0010231850062107932,0.012435164640111617,-0.009678076839459863,-0.03045052861863697,-0.05398851122447079,0.10656972972264636,0.014346080166145131,0.04861631366030442,0.01327595016828618,0.09788710179645613,-0.0517407310417451,0.057250987074331045,-0.4485823436004564,-0.02704067032940169,-0.031636932282585524,-0.014636245295049456,-0.008812755891726358,-0.47506572984088347,0.10168224670702847,0.04936859003390135,0.1650509213453137,0.01216969365563284,0.05189342560343586,0.11776377644031633,,0.10175798563146846,0.0016512182136583433,-0.07254163149905438,-0.03444418525387452,0.01417265622748548,-0.02883791628378062
