,BTC,BNB,XRP,SOL,DOGE,LINK,UNI,LTC,BCH,MATIC,FTT,TRX,AXS,SHIB,AAVE,OKB,GRT,FTM,CEL,MKR,COMP,SUSHI,SNX,HT,CHZ,OMG,ENJ,YFI,SRM,BAT,CRV,REN,AUDIO,BNT,ZRX,DYDX,RAY,PERP,SAND,C98,CRO,HNT,LEO,MANA,WAVES,SKL,SPELL,1INCH
2021-10-05 11:00:00,CLP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CLP,CLP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 12:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CLP,CSP,CSP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,CLP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 13:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CLP,CSP,CSP,STO,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,CLP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 14:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,STO,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,CLP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 15:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,STO,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,CLP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 16:00:00,CSP,CSP,BTO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CLP,CLP,CLP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 17:00:00,CSP,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CLP,CLP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 18:00:00,CSP,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CLP,CSP,CSP,CSP,STO,CLP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,STO,STO,CSP,STO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 19:00:00,CSP,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CLP,CSP,CSP,CSP,STO,CLP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,STO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 20:00:00,CSP,CSP,BTO,CSP,CSP,BTO,BTO,CSP,STO,CSP,CSP,CSP,STO,CLP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 21:00:00,CSP,CSP,BTO,CSP,CSP,BTO,BTO,CSP,STO,CSP,CSP,CSP,STO,CLP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 22:00:00,CLP,CSP,BTO,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,STO,CLP,CSP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,CSP,CLP,STO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-05 23:00:00,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CSP,STO,CLP,CLP,CSP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,CSP,CLP,STO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 00:00:00,CSP,CSP,BTO,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,CLP,CLP,CSP,BTO,,CLP,CSP,CSP,CSP,BTO,BTO,CSP,CLP,STO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 01:00:00,CLP,CSP,CSP,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CLP,CSP,BTO,,CLP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,STO,CLP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 02:00:00,CLP,CSP,CSP,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CLP,CSP,BTO,,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,STO,CLP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 03:00:00,CLP,CSP,CSP,BTO,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CSP,CSP,BTO,,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 04:00:00,STO,CSP,CSP,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CSP,CSP,BTO,,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 05:00:00,CLP,CSP,BTO,BTO,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CSP,CLP,BTO,,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CLP,STO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 06:00:00,CLP,CSP,BTO,BTO,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CLP,CLP,BTO,,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CLP,STO,CSP,STO,CSP,BTO,STO,CSP,CSP,CSP,STO,CLP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 07:00:00,CLP,CSP,BTO,BTO,CSP,CSP,BTO,CSP,STO,CSP,STO,CSP,CLP,CLP,BTO,,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,STO,CSP,STO,CSP,BTO,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 08:00:00,CLP,CSP,BTO,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CLP,CSP,BTO,,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 09:00:00,STO,CSP,CSP,CSP,BTO,CSP,BTO,CSP,STO,CSP,STO,CSP,CSP,CLP,BTO,,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 10:00:00,STO,CSP,BTO,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CLP,CLP,CSP,,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-06 11:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,BTO,STO,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 12:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 13:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CLP,STO,CSP,,CSP,BTO,CSP,CLP,CSP,CSP,CLP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 14:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CLP,STO,CSP,STO,CSP,CLP,STO,CSP,,CSP,BTO,CSP,CLP,CSP,CSP,CLP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,BTO,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,STO,,,,
2021-10-06 15:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,CLP,STO,STO,,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,BTO,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 16:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,CLP,CLP,CLP,,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CLP,CSP,CSP,BTO,STO,CSP,CSP,BTO,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 17:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,CLP,CLP,STO,,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,BTO,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 18:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,CLP,CLP,CLP,,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CLP,CLP,CSP,CLP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 19:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,STO,STO,CLP,,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,STO,CLP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 20:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,CSP,STO,CSP,STO,STO,CLP,,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CLP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-06 21:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,BTO,CLP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-06 22:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,STO,BTO,CLP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,BTO,CLP,CLP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-06 23:00:00,STO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,CLP,BTO,CLP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,BTO,CLP,CLP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-07 00:00:00,STO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,CLP,BTO,CLP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CLP,CSP,CLP,CLP,CSP,BTO,STO,CLP,CSP,CSP,CSP,,,CSP,CSP,,CLP,,,,
2021-10-07 01:00:00,STO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CLP,STO,STO,,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,BTO,CLP,CSP,CSP,BTO,CSP,,,CSP,CSP,,CLP,,,,
2021-10-07 02:00:00,STO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CLP,CSP,CSP,BTO,CSP,,,CSP,CSP,,CLP,,,,
2021-10-07 03:00:00,STO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,BTO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CLP,CSP,CSP,BTO,CSP,,,CSP,CSP,,CSP,,,,
2021-10-07 04:00:00,STO,BTO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,STO,STO,CSP,,CSP,CSP,CSP,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CLP,CSP,CSP,CSP,STO,STO,,CSP,CSP,,,,,,
2021-10-07 05:00:00,STO,BTO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CLP,CSP,CSP,CSP,STO,CLP,,CLP,CSP,,,,,,
2021-10-07 06:00:00,STO,BTO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,STO,,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 07:00:00,STO,BTO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,,CSP,CSP,,,,,,
2021-10-07 08:00:00,CLP,BTO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CLP,,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 09:00:00,CLP,CSP,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 10:00:00,CSP,CSP,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,,CSP,CSP,,,,,,
2021-10-07 11:00:00,CSP,BTO,BTO,BTO,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CLP,,CSP,CSP,,,,,,
2021-10-07 12:00:00,CSP,BTO,BTO,CSP,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 13:00:00,CSP,BTO,BTO,CSP,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 14:00:00,CSP,BTO,BTO,CSP,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 15:00:00,CSP,BTO,BTO,CSP,BTO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,STO,CSP,,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,CSP,,,,,,
2021-10-07 16:00:00,CLP,CSP,BTO,CSP,BTO,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 17:00:00,CLP,CSP,BTO,CSP,BTO,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CSP,STO,CLP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 18:00:00,CLP,CSP,BTO,CSP,BTO,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 19:00:00,STO,CSP,BTO,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CSP,STO,CLP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 20:00:00,CLP,CSP,BTO,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CSP,STO,STO,CSP,CSP,STO,BTO,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 21:00:00,CLP,BTO,BTO,CSP,BTO,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 22:00:00,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CLP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-07 23:00:00,CLP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CLP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 00:00:00,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CLP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 01:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 02:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CLP,CLP,CSP,STO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,,CSP,CSP,,,,,,
2021-10-08 03:00:00,CLP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CLP,CLP,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,,CSP,CSP,,,,,,
2021-10-08 04:00:00,CLP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,STO,CLP,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 05:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,STO,CLP,CSP,STO,CSP,CSP,STO,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 06:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,CLP,STO,CLP,STO,CSP,STO,CSP,CSP,STO,CSP,STO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 07:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,CLP,STO,STO,CLP,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,,,,,,
2021-10-08 08:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,CLP,STO,STO,CLP,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 09:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,STO,STO,STO,CLP,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 10:00:00,CLP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CLP,STO,STO,CSP,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 11:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CLP,STO,STO,CLP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 12:00:00,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 13:00:00,CLP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 14:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,CLP,STO,STO,CSP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 15:00:00,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 16:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,,CSP,CSP,,,,,,
