,1INCH,AAVE,AGLD,ALCX,ALGO,ALICE,ALPHA,AMPL,APE,ASD,ATLAS,ATOM,AUDIO,AVAX,AXS,BADGER,BAL,BAND,BAT,BCH,BIT,BNB,BNT,BOBA,BRZ,BTC,BTT,C98,CEL,CHR,CHZ,CLV,COMP,CREAM,CRO,CRV,CVC,CVX,DAWN,DENT,DODO,DOGE,DOT,DYDX,EDEN,ENJ,ENS,ETH,ETHW,FIDA,FTM,FTT,FXS,GAL,GALA,GMT,GRT,GST,HNT,HOLY,HT,IMX,KBTT,KNC,KSHIB,KSOS,LDO,LEO,LINA,LINK,LOOKS,LRC,LTC,MANA,MAPS,MATIC,MEDIA,MKR,MNGO,MOB,MTL,NEAR,OKB,OMG,OXY,PAXG,PEOPLE,PERP,POLIS,PROM,PUNDIX,RAY,REEF,REN,RNDR,RSR,SAND,SECO,SHIB,SKL,SLP,SNX,SOL,SOS,SPELL,SRM,STEP,STG,STMX,STORJ,SUSHI,SXP,TLM,TOMO,TONCOIN,TRU,TRX,TRYB,UNI,WAVES,XAUT,XRP,YFI,YFII,ZRX
2021-09-26 00:00:00,,-0.04240658373314438,,,,,,,,,,,0.07280551586550504,,0.07920978151102649,,,,0.012998770077046804,-0.043632606167600806,,-0.07730390108697818,-0.4248230151756676,,,0.010506481675733991,,-0.035223201384935614,0.630592358541152,,-0.014676419008030402,,-0.005739013384768553,,,-0.03438167196051766,,,,,,-0.0628468384730625,,0.07400902333950944,,0.02083541263758398,,,,,-0.0012282974340307106,0.065911687184568,,,,,-0.05451221300915091,,,,-0.35125721937484455,,,,,,,,,-0.024628514851026573,,,-0.05421260922802379,,,-0.04383914811565072,,0.012340279674248751,,,,,-0.40085304916090353,0.12205440347230338,,,,0.0916706486002637,,,,0.06620173849832958,,0.1840000754987664,,,0.011477823803629151,,0.016188950961164197,,,0.05282163653967945,0.09762162683989312,,,0.09419453805580542,,,,,0.0016841924008202014,,,,,,-0.05270357335530928,,-0.04230369209214051,,,-0.011691013860709754,-0.052935002989968574,,0.01331573425951677
2021-09-26 01:00:00,,-0.02495092600727614,,,,,,,,,,,0.07178792145072467,,0.08039084949355088,,,,0.008599337962369646,-0.047625806487637326,,-0.0775828338012652,-0.42085367653440253,,,0.005643988672620947,,-0.04048571120816337,0.6275285014077309,,-0.016587680279094314,,-0.013209247813074572,,,-0.03639087083644921,,,,,,-0.06259747853049025,,0.07784901680429954,,0.022665904312930266,,,,,0.0008759714266650812,0.07109063502113412,,,,,-0.05245992153835827,,,,-0.3539069497724682,,,,,,,,,-0.02818704572596964,,,-0.05291243709978409,,,-0.03699618751831012,,0.01181821257955647,,,,,-0.40586169181526677,0.13517325132716365,,,,0.07906104844530965,,,,0.0673297083665711,,0.18039526201924433,,,0.005948447455180191,,0.009657252996765713,,,0.05020544098189316,0.1064924670857541,,,0.09383321370086853,,,,,0.0014627971819296125,,,,,,-0.053510359741303574,,-0.036891879504897945,,,-0.013309460365562631,-0.052008182624416636,,0.012969887938267421
2021-09-26 02:00:00,,-0.024125554872443677,,,,,,,,,,,0.07818702087542093,,0.07993577791801204,,,,0.006262394376591377,-0.046403784063095865,,-0.07433464765959323,-0.4282564194397523,,,0.011629478113773009,,-0.041391059382930986,0.6263286950743254,,-0.016346387302256855,,-0.013579123455866562,,,-0.03784338852830081,,,,,,-0.05741326083764653,,0.07991695668324496,,0.022065691447075444,,,,,-0.0012746687100406438,0.07274171787369149,,,,,-0.0571424216851786,,,,-0.3522615267018631,,,,,,,,,-0.0281282049316392,,,-0.05196820698150176,,,-0.0363183639205398,,0.010596842511986317,,,,,-0.40531249665448854,0.12889351317473333,,,,0.08119788749348865,,,,0.0649398428412442,,0.17991152201594937,,,0.007717212847104613,,0.016131576345079297,,,0.04765944514146418,0.09837949819249742,,,0.08932432315734393,,,,,0.004376048338311792,,,,,,-0.05475668897326724,,-0.038042201914076326,,,-0.012229612744406926,-0.055204084921779736,,0.0073128153841562895
2021-09-26 03:00:00,,-0.02308168131204101,,,,,,,,,,,0.08364778649936043,,0.07937806845872887,,,,0.006957009776243335,-0.04498825446642321,,-0.07261483749574021,-0.4308079432884414,,,0.013506526961017057,,-0.041980105481208986,0.6254676742184786,,-0.015497049169101143,,-0.013463658442054743,,,-0.05112970458285437,,,,,,-0.0546077788076782,,0.0722766174970529,,0.02319467600244548,,,,,-3.199974066800448e-05,0.07408924806266955,,,,,-0.05699327942277888,,,,-0.3499284410238871,,,,,,,,,-0.031143053729977777,,,-0.05109404133895855,,,-0.04267334778219126,,0.0109760594411068,,,,,-0.403486015906772,0.13278503457440408,,,,0.0838216870610483,,,,0.06678173833283686,,0.1767029452423862,,,0.010509574140158325,,0.020288569473991616,,,0.04640583663405897,0.0999175376347533,,,0.09048492273779887,,,,,0.004287131790485472,,,,,,-0.053161002534018835,,-0.03795755571432683,,,-0.009125800094660602,-0.05680830039150657,,0.000450389314470667
2021-09-26 04:00:00,,-0.02894569749872843,,,,,,,,,,,0.06668997015397636,,0.07546680276394936,,,,0.00411385954741379,-0.045607533802600436,,-0.07544745537113473,-0.4168675800091616,,,0.012999775357929323,,,0.6324605239743661,,-0.015789739991192823,,-0.01724900078092028,,-0.01646934110806437,-0.03167265009677133,,,,,,-0.06083529016209399,,0.12589505575284826,,0.018237939351634137,,,,,-0.009250569841896115,0.0707908558511284,,,,,-0.05256701134375982,,0.03947143032975777,,-0.353388295069248,,,,,,,,,-0.024338479671993415,,,-0.04301098617442078,,,-0.04480824476774468,,0.013637934769808747,,,,,-0.40652219515841714,0.10886083636582752,,,,0.07831142331321414,,,,0.06475628726507317,,0.17344896648702826,,,,,-0.007711813425796377,,,0.034275728771221106,0.10205891365681541,,,0.09482260739142097,,,,,-0.0011566593333723796,,,,,,-0.06669208883631866,,-0.037103413922526085,,,-0.008625864824021445,-0.05058740866466476,,0.003420545731437419
2021-09-26 05:00:00,,-0.029811416491079483,,,,,,,,,,,0.06547390993948146,,0.07973337151718395,,,,0.004912426960603919,-0.04643141900610032,,-0.07538663990899025,-0.416729263165951,,,0.013528985789147475,,,0.627090800753783,,-0.0173221034576841,,-0.015934938513837576,,-0.018894255686447068,-0.040457763205113774,,,,,,-0.059632449314508396,,0.11384389243344059,,0.020584014179811577,,,,,-0.012233369650991624,0.07393916544907388,,,,,-0.05376433537635553,,0.041882467960687064,,-0.3559363736993155,,,,,,,,,-0.02644668073987823,,,-0.035874777389022144,,,-0.03830468655664222,,-0.014551050724209452,,,,,-0.4063080538576206,0.1281184357791398,,,,0.08874205402119589,,,,0.07098196672110255,,0.16444864155197278,,,,,-0.005693780570258198,,,0.037902012882959024,0.10895266187545094,,,0.0985567196807815,,,,,-7.655998860939957e-05,,,,,,-0.06888736516936385,,-0.04137204470725242,,,-0.00929513147012237,-0.04852932178280365,,1.0797476840024836e-05
2021-09-26 06:00:00,,-0.030882254498803496,,,,,,,,,,,0.06546143798850575,,0.0827535636849405,,,,0.005769233259269599,-0.04216053208559061,,-0.07702485568464894,-0.41766066726635614,,,0.013002818809563063,,,0.6206196806985547,,-0.013321729832692704,,-0.02797712650215519,,-0.015402006802337557,-0.02234540631725391,,,,,,-0.06062070098682537,,0.11426857003517275,,0.02366676905741537,,,,,-0.009095756615323598,0.07480794650058174,,,,,-0.05340285394131889,,0.04098440569145601,,-0.36300174481172426,,,,,,,,,-0.02042369467503312,,,-0.03945347455756528,,,-0.0363942627212017,,-0.014396060337543612,,,,,-0.41071753466022876,0.13095252712242172,,,,0.07825201862029256,,,,0.07468976121368387,,0.16045517013763944,,,,,0.002070078229769563,,,0.036935700774874985,0.11303388081360821,,,0.1008322466480702,,,,,-0.0007457445997315112,,,,,,-0.06511578438448835,,-0.03932723456639797,,,-0.007404171719832098,-0.049680513421551525,,0.0028059329156285375
2021-09-26 07:00:00,,-0.031983404664831336,,,,,,,,,,,0.0680629580561168,,0.08240461244691888,,,,0.008257587932001615,-0.04368088802737584,,-0.07646292174005193,-0.41231227877397364,,,0.01187738156993938,,,0.6201849107228278,,-0.01012467144247984,,-0.028432805847005107,,-0.015630375594831172,-0.022125456349822374,,,,,,-0.06077539897821849,,0.11473104784698858,,0.0369836521595005,,,,,-0.01239585480017276,0.07461113481720534,,,,,-0.053246056213788154,,0.04586100820473862,,-0.3677890744991033,,,,,,,,,-0.022727942505728918,,,-0.041490440954154426,,,-0.03554904161648225,,-0.014936391803824393,,,,,-0.4154039589181267,0.12447014003828935,,,,0.06936458746960461,,,,0.0747321026776137,,0.15611042032414252,,,,,0.0030345545175860353,,,0.03694597474071499,0.11406126462215377,,,0.10163737616653185,,,,,-0.001026733919581285,,,,,,-0.06326295583412715,,-0.03800384017671515,,,-0.006982191476205407,-0.04900035271214439,,0.002389203509843471
2021-09-26 08:00:00,,-0.030382595512519917,,,,,,,,,,,0.07834760930652986,,0.08187709259767242,,,,0.005027123874594234,-0.04354688202160034,,-0.07334444134956464,-0.4149080754130472,,,0.0165562749914391,,,0.6009503810832619,,-0.014566468902331294,,-0.02846632001288962,,-0.004119231346184394,-0.025814405668994775,,,,,,-0.05321216054953004,,0.10571698791598853,,0.020104338513771393,,,,,-0.010966599516978946,0.0679698404771271,,,,,-0.05821951832072655,,0.044683969793065034,,-0.38291191909003086,,,,,,,,,-0.024011275425327397,,,-0.03809957439714651,,,-0.0311927135213916,,-0.018099745480368672,,,,,-0.43453337953524596,0.11238907014706055,,,,0.07046433488441649,,,,0.07695566644526199,,0.15276377368389552,,,,,0.025825625100371757,,,0.035057272681935876,0.11548583750146613,,,0.10103849856877052,,,,,-0.0036171538869910853,,,,,,-0.056225684203032734,,-0.03759623858323702,,,-0.0019067956571159617,-0.05878476006167134,,0.003409380934144086
2021-09-26 09:00:00,,-0.011412219758667044,,,,,,,,,,,0.08644744493141755,,0.06264926838426993,,,,0.012073246194001123,-0.049595650382896185,,-0.09800675822552805,-0.3155522894053237,,,0.01855263654152866,,,0.5821186059092514,,-0.0035375120743837397,,0.010749629926359862,,-0.012231865979601294,-0.034574379617171844,,,,,,-0.05460348134436044,,0.09786563342189843,,0.013107328269431628,,,,,0.012540741494745985,0.09810004908472232,,,,,-0.051871696604185634,,0.05650618912615275,,-0.4431913978494458,,,,,,,,,-0.02918367244265086,,,-0.033265873833317465,,,-0.016141792554156452,,-0.014314035917209998,,,,,-0.4698152831423647,0.11131947789964085,,,,0.049283839357967034,,,,0.0786746086565783,,0.16035693831478223,,,,,0.010698230549340399,,,0.050833429911798025,0.1348214785537234,,,0.1103233569779754,,,,,-0.0024819092405825834,,,,,,-0.07278375432612415,,-0.03863125801491857,,,0.01231160069051318,-0.03619031137488692,,-0.003886077310311408
2021-09-26 10:00:00,,-0.014259595703350463,,,,,,,,,,,-0.1317951951619983,,-0.04924306630524433,,,,-0.04563413481004011,-0.01607687794321666,,0.024379453933525513,-0.0004224511157132436,,,0.03406805580660731,,,-0.2569565433267347,,-0.02317570745478881,,-0.040283350526550826,,0.01588532428534601,-0.010271684096492296,,,,,,-0.009964098573127467,,0.21387078769383186,,-0.0571592590206352,,,,,-0.027013056080218634,0.25479461742910675,,,,,-0.022637085605385944,,-0.11164480220882063,,0.3500358432143759,,,,,,,,,0.007498334440097106,,,-0.012859062997116321,,,-0.0001837189685092112,,0.1061080083082421,,,,,0.6333408865746936,-0.09163151622830812,,,,0.448867299615395,,,,-0.02059253765606176,,-0.0831419487550102,,,,,-0.1254903482937631,,,-0.05189821566224052,-0.0456340155080589,,,-0.046473191046765026,,,,,0.009127395638432498,,,,,,-0.01794101455208911,,0.044650164752896015,,,-0.004629047540563591,-0.02566882455250557,,-0.03903089015887125
2021-09-26 11:00:00,,-0.020062595279449206,,,,,,,,,,,-0.13164179898626432,,-0.04680528708659136,,,,-0.04313477739975898,-0.01775413484811568,,0.021090789951298726,-0.01907546429212584,,,0.03379586095360194,,,-0.25805263730354566,,-0.018403508525085224,,-0.040770789129816104,,0.015318364715049378,-0.015624437138845312,,,,,,-0.007447791600094511,,0.22917218245998014,,-0.05241519634501557,,,,,-0.023934491085924593,0.27236582392428105,,,,,-0.02080677710407877,,-0.10619565676850823,,0.35448847248909104,,,,,,,,,0.007125758666344495,,,-0.013358292314473406,,,0.0015140090653846334,,0.09836606103250949,,,,,0.6356833273402882,-0.08797315855058595,,,,0.43168305463263446,,,,-0.01736894477276248,,-0.07899196294381602,,,,,-0.12683141265450615,,,-0.05080891961556738,-0.03980915594285506,,,-0.0443767868592519,,,,,-0.006614421865901653,,,,,,-0.015447256848488727,,0.012372129301003294,,,-0.0008211012117240735,-0.028922265142301395,,-0.0360879506304294
2021-09-26 12:00:00,,-0.022099602726538405,,,,,,,,,,,-0.1310826860359476,,-0.044904898920051076,,,,-0.0428087225664232,-0.016754949939726115,,0.022585004789674602,-0.020513509158857315,,,0.03470070409156733,,,-0.24878548951507062,,-0.018140057196031206,,-0.04277680605530124,,0.015274101226455252,-0.01657993280962668,,,,,,-0.007134590893254467,,0.22940261434246426,,-0.05131448119949687,,,,,-0.02356482394613155,0.2747354073317913,,,,,-0.021651808473372662,,-0.10494541513618214,,0.3552965843206671,,,,,,,,,0.006860227011517717,,,-0.011718566314395851,,,0.00019279896148486562,,0.09949983441408863,,,,,0.6373298268841702,-0.08818111989089644,,,,0.43242230070546256,,,,-0.015543748271736647,,-0.08215889368838313,,,,,-0.12596283265814195,,,-0.04975699229504949,-0.0383628365473464,,,-0.04513815549641184,,,,,-0.00923742750397838,,,,,,-0.015019217226853192,,0.009007285398618217,,,-0.0001916505070581609,-0.029155405557105336,,-0.03627763437092007
2021-09-26 13:00:00,,-0.02098524173262796,,,,,,,,,,,-0.13122293553857742,,-0.046561838091414495,,,,-0.04178137468415787,-0.01734573879800172,,0.022530851237223523,-0.02017363251207352,,,0.03193911236794877,,,-0.2539705775502986,,-0.019637086715351724,,-0.040708838763783006,,0.01319670277983831,-0.015523158197606628,,,,,,-0.007884795835583436,,0.23552580112402693,,-0.05141283688189226,,,,,-0.026213284067663836,0.27233368873508906,,,,,-0.02188591987220982,,-0.10356616393047095,,0.35692168566606797,,,,,,,,,0.007687328722115215,,,-0.010756183980717047,,,0.00035240924230038996,,0.09663175543612326,,,,,0.6329148583774976,-0.08949686386038705,,,,0.43239526950795704,,,,-0.017130033379008563,,-0.08652135363950991,,,,,-0.1278353231145816,,,-0.04761804061042832,-0.03863550185568165,,,-0.04684917188006052,,,,,-0.008578295822724838,,,,,,-0.014056990214220777,,0.010911594060130675,,,-0.00015834081939092304,-0.028262983968329106,,-0.03561855451067551
2021-09-26 14:00:00,,-0.01982441344789937,,,,,,,,,,,-0.13408909734510835,,-0.04770877931241167,,,,-0.04131899001883612,-0.017532618667358172,,0.023382440852158532,-0.01935214313619061,,,0.03188521274153598,,,-0.2549173892204782,,-0.02043473021394032,,-0.040318568901931806,,0.013202645370023762,-0.01600574345349275,,,,,,-0.008235791326362957,,0.23524512555473068,,-0.051443026070472644,,,,,-0.026453416853919172,0.2722352787311402,,,,,-0.021006772246262316,,-0.10390068325490777,,0.35804900931982164,,,,,,,,,0.00786532473755036,,,-0.01082597315793003,,,0.0007176230229307169,,0.09699780950376728,,,,,0.634471373999696,-0.0894232098466636,,,,0.4268419983833988,,,,-0.01619357712460796,,-0.08858314603670947,,,,,-0.1310654708464879,,,-0.04674502505723705,-0.03834424098418365,,,-0.044641539157698355,,,,,-0.007548247140576505,,,,,,-0.014583871971470675,,0.012197173455403179,,,-0.0003952005238716527,-0.02824520381172966,,-0.03398773437649616
2021-09-26 15:00:00,,-0.019957791965083318,,,,,,,,,,,-0.13412551841270276,,-0.04761171710786877,,,,-0.04089641237428259,-0.01881335523287211,,0.0227862741283213,-0.022828903781687813,,,0.03223914976178099,,,-0.25194321186344004,,-0.02057796687141047,,-0.042871722118512916,,0.013222791266373808,-0.017448555590406593,,,,,,-0.00819569178474494,,0.23776725627763806,,-0.0517788989486457,,,,,-0.02499268346786629,0.2748174482417561,,,,,-0.021820182379937172,,-0.10537530138320804,,0.35160128582036804,,,,,,,,,0.008995571781914336,,,-0.011749122062518512,,,0.0023235105310435837,,0.10161968250338067,,,,,0.6339330394369097,-0.08909627173251214,,,,0.4301295715342976,,,,-0.017530002463851384,,-0.08757661406909133,,,,,-0.13154980883283512,,,-0.04496468108288104,-0.03589294087551298,,,-0.04430770376406655,,,,,-0.006426226418037441,,,,,,-0.01438889021644709,,0.012724547746875276,,,0.00016090496723941694,-0.028956473557886532,,-0.0348219931265927
2021-09-26 16:00:00,,-0.01945427766594805,,,,,,,,,,,-0.1332669228155111,,-0.04844924928442115,,,,-0.04124510224237613,-0.018180262801406135,,0.022858338140364885,-0.022088533968767154,,,0.03229529150799413,,,-0.25277649736464464,,-0.02068130449394003,,-0.0409866567608719,,0.010948386433118606,-0.018183409439256597,,,,,,-0.008040104464015346,,0.23490448234342548,,-0.05109603931284444,,,,,-0.024674203589479,0.27519098353220045,,,,,-0.020741025142842286,,-0.10504853107069359,,0.35138290901160973,,,,,,,,,0.010927372147110677,,,-0.011006295196732824,,,-0.0016497671155511705,,0.1066669141219533,,,,,0.6347459083854757,-0.09040764523239105,,,,0.4291070660605124,,,,-0.012966839108775325,,-0.0888882879681608,,,,,-0.1325140758857279,,,-0.04515561047140904,-0.034581348330596784,,,-0.039990134027803236,,,,,-0.006407217939739046,,,,,,-0.01567357781744333,,0.012620714020391048,,,0.001282152669951131,-0.029555000732135593,,-0.03508280997313981
